,Time,Session,Volume,Price Entry,B/S,Profit
349,2023-05-04 07:35:00-04:00,Overnight Session,668,13103.5,Buy,-340
350,2023-05-04 08:00:00-04:00,Pre-Market,1976,13086.5,Sell,-80
351,2023-05-04 08:35:00-04:00,Pre-Market,1896,13090.5,Buy,-380
352,2023-05-04 09:30:00-04:00,RTH Session,19925,13071.5,Sell,305
353,2023-05-04 10:50:00-04:00,RTH Session,7172,13056.25,Buy,-125
354,2023-05-04 11:55:00-04:00,RTH Lunch,4125,13050,Sell,-400
355,2023-05-04 12:20:00-04:00,RTH Lunch,4214,13070,Buy,550
356,2023-05-04 14:00:00-04:00,RTH Lunch,4188,13097.5,Sell,375
357,2023-05-04 15:35:00-04:00,RTH Power Hour,6046,13078.75,Buy,-595
358,2023-05-04 15:50:00-04:00,RTH Power Hour,7466,13049,Sell,-455
359,2023-05-04 16:30:00-04:00,After-Session,6878,13071.75,Buy,390
360,2023-05-04 20:05:00-04:00,Asia Session,191,13091.25,Sell,-375
361,2023-05-04 20:45:00-04:00,Asia Session,1135,13110,Buy,-85
362,2023-05-04 21:25:00-04:00,Asia Session,143,13105.75,Sell,-20
363,2023-05-04 23:35:00-04:00,Overnight Session,93,13106.75,Buy,20
364,2023-05-05 00:25:00-04:00,Overnight Session,59,13107.75,Sell,140
365,2023-05-05 02:40:00-04:00,Overnight Session,204,13100.75,Buy,-430
366,2023-05-05 03:05:00-04:00,Overnight Session,1314,13079.25,Sell,-455
367,2023-05-05 03:25:00-04:00,Overnight Session,642,13102,Buy,-285
368,2023-05-05 03:30:00-04:00,Overnight Session,395,13087.75,Sell,-225
369,2023-05-05 03:45:00-04:00,Overnight Session,383,13099,Buy,-225
370,2023-05-05 04:20:00-04:00,Overnight Session,478,13087.75,Sell,-225
371,2023-05-05 04:30:00-04:00,Overnight Session,450,13099,Buy,415
372,2023-05-05 06:50:00-04:00,Overnight Session,533,13119.75,Sell,-380
373,2023-05-05 07:25:00-04:00,Overnight Session,1004,13138.75,Buy,-220
374,2023-05-05 07:40:00-04:00,Overnight Session,740,13127.75,Sell,-105
375,2023-05-05 09:15:00-04:00,Pre-Market,1830,13133,Buy,2640
376,2023-05-05 11:10:00-04:00,RTH Lunch,4824,13265,Sell,-290
377,2023-05-05 13:10:00-04:00,RTH Lunch,3878,13279.5,Buy,380
378,2023-05-05 14:15:00-04:00,RTH Lunch,4050,13298.5,Sell,-425
379,2023-05-05 14:25:00-04:00,RTH Lunch,7539,13319.75,Buy,290
380,2023-05-05 15:15:00-04:00,RTH Power Hour,3864,13334.25,Sell,155
381,2023-05-07 18:10:00-04:00,Asia Session,552,13326.5,Buy,-135
382,2023-05-07 18:45:00-04:00,Asia Session,118,13319.75,Sell,-150
383,2023-05-07 19:05:00-04:00,Asia Session,363,13327.25,Buy,-175
384,2023-05-07 19:30:00-04:00,Asia Session,167,13318.5,Sell,210
385,2023-05-07 20:45:00-04:00,Asia Session,118,13308,Buy,-155
386,2023-05-07 21:05:00-04:00,Asia Session,289,13300.25,Sell,-70
387,2023-05-07 21:10:00-04:00,Asia Session,196,13303.75,Buy,345
388,2023-05-07 23:25:00-04:00,Overnight Session,165,13321,Sell,100
389,2023-05-08 01:10:00-04:00,Overnight Session,170,13316,Buy,-90
390,2023-05-08 01:50:00-04:00,Overnight Session,216,13311.5,Sell,-150
391,2023-05-08 02:00:00-04:00,Overnight Session,532,13319,Buy,-155
392,2023-05-08 02:10:00-04:00,Overnight Session,325,13311.25,Sell,-160
393,2023-05-08 02:35:00-04:00,Overnight Session,228,13319.25,Buy,-125
394,2023-05-08 03:00:00-04:00,Overnight Session,624,13313,Sell,-240
395,2023-05-08 03:05:00-04:00,Overnight Session,682,13325,Buy,-115
396,2023-05-08 03:40:00-04:00,Overnight Session,288,13319.25,Sell,315
397,2023-05-08 05:30:00-04:00,Overnight Session,203,13303.5,Buy,65
398,2023-05-08 06:45:00-04:00,Overnight Session,383,13306.75,Sell,-220
399,2023-05-08 07:00:00-04:00,Overnight Session,665,13317.75,Buy,-140
400,2023-05-08 07:50:00-04:00,Overnight Session,653,13310.75,Sell,580
401,2023-05-08 10:20:00-04:00,RTH Session,6569,13281.75,Buy,-435
402,2023-05-08 10:30:00-04:00,RTH Session,8492,13260,Sell,-380
403,2023-05-08 10:40:00-04:00,RTH Session,7226,13279,Buy,1090
404,2023-05-08 14:00:00-04:00,RTH Lunch,4434,13333.5,Sell,-400
405,2023-05-08 14:40:00-04:00,RTH Lunch,3971,13353.5,Buy,-15
406,2023-05-08 15:15:00-04:00,RTH Power Hour,6064,13352.75,Sell,305
407,2023-05-08 19:00:00-04:00,Asia Session,109,13337.5,Buy,-100
408,2023-05-08 19:35:00-04:00,Asia Session,43,13332.5,Sell,-20
409,2023-05-08 19:40:00-04:00,Asia Session,67,13333.5,Buy,-90
410,2023-05-08 20:45:00-04:00,Asia Session,136,13329,Sell,-45
411,2023-05-08 21:05:00-04:00,Asia Session,220,13331.25,Buy,135
412,2023-05-08 23:20:00-04:00,Overnight Session,106,13338,Sell,-55
413,2023-05-08 23:30:00-04:00,Overnight Session,131,13340.75,Buy,-50
414,2023-05-08 23:45:00-04:00,Overnight Session,163,13338.25,Sell,-95
415,2023-05-09 00:05:00-04:00,Overnight Session,121,13343,Buy,-40
416,2023-05-09 00:45:00-04:00,Overnight Session,113,13341,Sell,-65
417,2023-05-09 01:25:00-04:00,Overnight Session,97,13344.25,Buy,-65
418,2023-05-09 01:30:00-04:00,Overnight Session,164,13341,Sell,865
419,2023-05-09 05:10:00-04:00,Overnight Session,248,13297.75,Buy,-120
420,2023-05-09 05:20:00-04:00,Overnight Session,497,13291.75,Sell,-50
421,2023-05-09 05:25:00-04:00,Overnight Session,345,13294.25,Buy,-140
422,2023-05-09 07:25:00-04:00,Overnight Session,1135,13287.25,Sell,-110
423,2023-05-09 08:10:00-04:00,Pre-Market,1010,13292.75,Buy,-280
424,2023-05-09 08:45:00-04:00,Pre-Market,1289,13278.75,Sell,-85
425,2023-05-09 09:30:00-04:00,RTH Session,21183,13283,Buy,-20
426,2023-05-09 10:25:00-04:00,RTH Session,8454,13282,Sell,-305
427,2023-05-09 10:35:00-04:00,RTH Session,9346,13297.25,Buy,-315
428,2023-05-09 11:05:00-04:00,RTH Lunch,5812,13281.5,Sell,230
429,2023-05-09 12:40:00-04:00,RTH Lunch,2734,13270,Buy,90
430,2023-05-09 13:45:00-04:00,RTH Lunch,3211,13274.5,Sell,-205
431,2023-05-09 13:50:00-04:00,RTH Lunch,4151,13284.75,Buy,-95
432,2023-05-09 14:30:00-04:00,RTH Lunch,3545,13280,Sell,205
433,2023-05-09 16:05:00-04:00,After-Session,1804,13269.75,Buy,-285
434,2023-05-09 18:00:00-04:00,Asia Session,0,13255.5,Sell,-180
435,2023-05-09 18:20:00-04:00,Asia Session,329,13264.5,Buy,195
436,2023-05-09 20:45:00-04:00,Asia Session,214,13274.25,Sell,-150
437,2023-05-09 21:05:00-04:00,Asia Session,218,13281.75,Buy,-80
438,2023-05-09 21:15:00-04:00,Asia Session,213,13277.75,Sell,80
439,2023-05-09 23:05:00-04:00,Overnight Session,161,13273.75,Buy,-40
440,2023-05-09 23:50:00-04:00,Overnight Session,129,13271.75,Sell,-20
441,2023-05-10 00:35:00-04:00,Overnight Session,60,13272.75,Buy,-85
442,2023-05-10 01:25:00-04:00,Overnight Session,110,13268.5,Sell,-110
443,2023-05-10 02:00:00-04:00,Overnight Session,534,13274,Buy,-10
444,2023-05-10 03:20:00-04:00,Overnight Session,516,13273.5,Sell,790
445,2023-05-10 04:40:00-04:00,Overnight Session,380,13234,Buy,500
446,2023-05-10 08:20:00-04:00,Pre-Market,1577,13259,Sell,-1120
447,2023-05-10 08:30:00-04:00,Pre-Market,12943,13315,Buy,820
448,2023-05-10 09:40:00-04:00,RTH Session,23712,13356,Sell,-1280
449,2023-05-10 10:10:00-04:00,RTH Session,14685,13420,Buy,-770
450,2023-05-10 10:15:00-04:00,RTH Session,24055,13381.5,Sell,-5
451,2023-05-10 11:35:00-04:00,RTH Lunch,5894,13381.75,Buy,-600
452,2023-05-10 12:00:00-04:00,RTH Lunch,9041,13351.75,Sell,480
453,2023-05-10 14:00:00-04:00,RTH Lunch,6177,13327.75,Buy,1660
454,2023-05-10 15:55:00-04:00,RTH Power Hour,16974,13410.75,Sell,-145
455,2023-05-10 19:45:00-04:00,Asia Session,303,13418,Buy,270
456,2023-05-10 21:05:00-04:00,Asia Session,319,13431.5,Sell,-90
457,2023-05-10 21:10:00-04:00,Asia Session,343,13436,Buy,-20
458,2023-05-10 21:30:00-04:00,Asia Session,428,13435,Sell,-45
459,2023-05-10 23:15:00-04:00,Overnight Session,165,13437.25,Buy,-70
460,2023-05-10 23:30:00-04:00,Overnight Session,179,13433.75,Sell,-70
461,2023-05-11 00:30:00-04:00,Overnight Session,156,13437.25,Buy,-50
462,2023-05-11 00:50:00-04:00,Overnight Session,112,13434.75,Sell,-70
463,2023-05-11 01:35:00-04:00,Overnight Session,244,13438.25,Buy,-90
464,2023-05-11 02:05:00-04:00,Overnight Session,294,13433.75,Sell,-100
465,2023-05-11 02:25:00-04:00,Overnight Session,377,13438.75,Buy,-280
466,2023-05-11 02:30:00-04:00,Overnight Session,730,13424.75,Sell,-320
467,2023-05-11 03:05:00-04:00,Overnight Session,549,13440.75,Buy,120
468,2023-05-11 04:45:00-04:00,Overnight Session,330,13446.75,Sell,-260
469,2023-05-11 05:40:00-04:00,Overnight Session,974,13459.75,Buy,-165
470,2023-05-11 06:05:00-04:00,Overnight Session,361,13451.5,Sell,380
471,2023-05-11 08:05:00-04:00,Pre-Market,1378,13432.5,Buy,-425
472,2023-05-11 09:05:00-04:00,Pre-Market,3096,13411.25,Sell,145
473,2023-05-11 10:20:00-04:00,RTH Session,8840,13404,Buy,-540
474,2023-05-11 10:30:00-04:00,RTH Session,11830,13377,Sell,-560
475,2023-05-11 10:45:00-04:00,RTH Session,14216,13405,Buy,845
476,2023-05-11 13:05:00-04:00,RTH Lunch,3316,13447.25,Sell,145
477,2023-05-11 14:30:00-04:00,RTH Lunch,3098,13440,Buy,155
478,2023-05-11 15:30:00-04:00,RTH Power Hour,3428,13447.75,Sell,0
479,2023-05-11 16:50:00-04:00,After-Session,390,13447.75,Buy,240
480,2023-05-11 19:10:00-04:00,Asia Session,87,13459.75,Sell,-285
481,2023-05-11 20:10:00-04:00,Asia Session,1300,13474,Buy,280
482,2023-05-11 22:00:00-04:00,Overnight Session,503,13488,Sell,120
483,2023-05-12 00:00:00-04:00,Overnight Session,165,13482,Buy,80
484,2023-05-12 01:10:00-04:00,Overnight Session,160,13486,Sell,210
485,2023-05-12 03:30:00-04:00,Overnight Session,848,13475.5,Buy,-300
486,2023-05-12 04:00:00-04:00,Overnight Session,792,13460.5,Sell,-260
487,2023-05-12 04:10:00-04:00,Overnight Session,540,13473.5,Buy,165
488,2023-05-12 05:50:00-04:00,Overnight Session,194,13481.75,Sell,105
489,2023-05-12 07:10:00-04:00,Overnight Session,371,13476.5,Buy,-70
490,2023-05-12 07:15:00-04:00,Overnight Session,343,13473,Sell,15
491,2023-05-12 08:40:00-04:00,Pre-Market,1116,13472.25,Buy,-565
492,2023-05-12 09:45:00-04:00,RTH Session,11339,13444,Sell,610
493,2023-05-12 11:05:00-04:00,RTH Lunch,7366,13413.5,Buy,-530
494,2023-05-12 11:15:00-04:00,RTH Lunch,8634,13387,Sell,-55
495,2023-05-12 11:50:00-04:00,RTH Lunch,4497,13389.75,Buy,-700
496,2023-05-12 12:20:00-04:00,RTH Lunch,8626,13354.75,Sell,380
497,2023-05-12 13:15:00-04:00,RTH Lunch,3890,13335.75,Buy,-410
498,2023-05-12 14:10:00-04:00,RTH Lunch,6438,13315.25,Sell,-180
499,2023-05-12 14:25:00-04:00,RTH Lunch,5895,13324.25,Buy,1040
500,2023-05-12 16:30:00-04:00,After-Session,362,13376.25,Sell,135
501,2023-05-14 19:30:00-04:00,Asia Session,431,13369.5,Buy,-105
502,2023-05-14 20:20:00-04:00,Asia Session,266,13364.25,Sell,-40
503,2023-05-14 20:25:00-04:00,Asia Session,143,13366.25,Buy,-75
504,2023-05-14 20:30:00-04:00,Asia Session,311,13362.5,Sell,-65
505,2023-05-14 20:35:00-04:00,Asia Session,196,13365.75,Buy,-70
506,2023-05-14 20:40:00-04:00,Asia Session,186,13362.25,Sell,-105
507,2023-05-14 21:10:00-04:00,Asia Session,399,13367.5,Buy,285
508,2023-05-14 22:25:00-04:00,Overnight Session,132,13381.75,Sell,-205
509,2023-05-14 23:10:00-04:00,Overnight Session,289,13392,Buy,-75
510,2023-05-14 23:40:00-04:00,Overnight Session,150,13388.25,Sell,-190
511,2023-05-15 00:30:00-04:00,Overnight Session,370,13397.75,Buy,-60
512,2023-05-15 00:45:00-04:00,Overnight Session,71,13394.75,Sell,-120
513,2023-05-15 01:05:00-04:00,Overnight Session,463,13400.75,Buy,445
514,2023-05-15 02:50:00-04:00,Overnight Session,180,13423,Sell,-210
515,2023-05-15 02:55:00-04:00,Overnight Session,1024,13433.5,Buy,-115
516,2023-05-15 03:35:00-04:00,Overnight Session,642,13427.75,Sell,-310
517,2023-05-15 05:30:00-04:00,Overnight Session,40,13443.25,Buy,-215
518,2023-05-15 05:40:00-04:00,Overnight Session,2018,13432.5,Sell,-80
519,2023-05-15 06:40:00-04:00,Overnight Session,466,13436.5,Buy,-235
520,2023-05-15 07:05:00-04:00,Overnight Session,597,13424.75,Sell,-175
521,2023-05-15 07:20:00-04:00,Overnight Session,525,13433.5,Buy,-90
522,2023-05-15 07:45:00-04:00,Overnight Session,426,13429,Sell,-145
523,2023-05-15 08:05:00-04:00,Pre-Market,690,13436.25,Buy,-230
524,2023-05-15 08:20:00-04:00,Pre-Market,1104,13424.75,Sell,-60
525,2023-05-15 09:15:00-04:00,Pre-Market,1231,13427.75,Buy,-225
526,2023-05-15 09:25:00-04:00,Pre-Market,2709,13416.5,Sell,480
527,2023-05-15 10:35:00-04:00,RTH Session,7919,13392.5,Buy,720
528,2023-05-15 12:30:00-04:00,RTH Lunch,3023,13428.5,Sell,-490
529,2023-05-15 12:55:00-04:00,RTH Lunch,4433,13453,Buy,-230
530,2023-05-15 13:30:00-04:00,RTH Lunch,5990,13441.5,Sell,-300
531,2023-05-15 14:15:00-04:00,RTH Lunch,5483,13456.5,Buy,-65
532,2023-05-15 14:20:00-04:00,RTH Lunch,1781,13453.25,Sell,-140
533,2023-05-15 15:25:00-04:00,RTH Power Hour,1927,13460.25,Buy,125
534,2023-05-15 16:30:00-04:00,After-Session,243,13466.5,Sell,130
535,2023-05-15 20:25:00-04:00,Asia Session,305,13460,Buy,-110
536,2023-05-15 21:20:00-04:00,Asia Session,657,13454.5,Sell,-160
537,2023-05-15 21:55:00-04:00,Asia Session,195,13462.5,Buy,-135
538,2023-05-15 22:00:00-04:00,Overnight Session,309,13455.75,Sell,-100
539,2023-05-15 22:25:00-04:00,Overnight Session,193,13460.75,Buy,-50
540,2023-05-15 23:35:00-04:00,Overnight Session,89,13458.25,Sell,-60
541,2023-05-15 23:45:00-04:00,Overnight Session,69,13461.25,Buy,-35
542,2023-05-15 23:50:00-04:00,Overnight Session,116,13459.5,Sell,195
543,2023-05-16 02:30:00-04:00,Overnight Session,281,13449.75,Buy,555
544,2023-05-16 04:30:00-04:00,Overnight Session,273,13477.5,Sell,160
545,2023-05-16 06:35:00-04:00,Overnight Session,207,13469.5,Buy,-190
546,2023-05-16 07:15:00-04:00,Overnight Session,697,13460,Sell,-110
547,2023-05-16 08:00:00-04:00,Pre-Market,891,13465.5,Buy,-115
548,2023-05-16 08:05:00-04:00,Pre-Market,849,13459.75,Sell,-40
549,2023-05-16 08:25:00-04:00,Pre-Market,363,13461.75,Buy,-175
550,2023-05-16 08:30:00-04:00,Pre-Market,4139,13453,Sell,-290
551,2023-05-16 09:30:00-04:00,RTH Session,18335,13467.5,Buy,820
552,2023-05-16 11:35:00-04:00,RTH Lunch,6371,13508.5,Sell,-670
553,2023-05-16 11:50:00-04:00,RTH Lunch,6600,13542,Buy,-95
554,2023-05-16 12:15:00-04:00,RTH Lunch,2599,13537.25,Sell,-75
555,2023-05-16 14:50:00-04:00,RTH Lunch,3677,13541,Buy,-370
556,2023-05-16 15:40:00-04:00,RTH Power Hour,3827,13522.5,Sell,325
557,2023-05-16 16:35:00-04:00,After-Session,546,13506.25,Buy,-340
558,2023-05-16 18:35:00-04:00,Asia Session,340,13489.25,Sell,-135
559,2023-05-16 18:55:00-04:00,Asia Session,174,13496,Buy,415
560,2023-05-16 22:25:00-04:00,Overnight Session,130,13516.75,Sell,-125
561,2023-05-16 22:55:00-04:00,Overnight Session,340,13523,Buy,-85
562,2023-05-16 23:05:00-04:00,Overnight Session,77,13518.75,Sell,-10
563,2023-05-17 01:05:00-04:00,Overnight Session,209,13519.25,Buy,-85
564,2023-05-17 01:10:00-04:00,Overnight Session,197,13515,Sell,175
565,2023-05-17 02:45:00-04:00,Overnight Session,263,13506.25,Buy,-220
566,2023-05-17 02:55:00-04:00,Overnight Session,738,13495.25,Sell,-20
567,2023-05-17 04:05:00-04:00,Overnight Session,1102,13496.25,Buy,50
568,2023-05-17 05:15:00-04:00,Overnight Session,361,13498.75,Sell,-165
569,2023-05-17 05:50:00-04:00,Overnight Session,540,13507,Buy,-150
570,2023-05-17 06:20:00-04:00,Overnight Session,585,13499.5,Sell,-205
571,2023-05-17 07:00:00-04:00,Overnight Session,714,13509.75,Buy,-15
572,2023-05-17 08:05:00-04:00,Pre-Market,566,13509,Sell,-110
573,2023-05-17 08:50:00-04:00,Pre-Market,1455,13514.5,Buy,-180
574,2023-05-17 09:45:00-04:00,RTH Session,9713,13505.5,Sell,-185
575,2023-05-17 10:25:00-04:00,RTH Session,7289,13514.75,Buy,510
576,2023-05-17 12:15:00-04:00,RTH Lunch,3374,13540.25,Sell,-430
577,2023-05-17 12:30:00-04:00,RTH Lunch,8995,13561.75,Buy,1770
578,2023-05-17 14:05:00-04:00,RTH Lunch,6312,13650.25,Sell,190
579,2023-05-17 19:35:00-04:00,Asia Session,141,13640.75,Buy,-85
580,2023-05-17 20:35:00-04:00,Asia Session,463,13636.5,Sell,-40
581,2023-05-17 21:20:00-04:00,Asia Session,189,13638.5,Buy,-65
582,2023-05-17 21:30:00-04:00,Asia Session,482,13635.25,Sell,0
583,2023-05-17 21:55:00-04:00,Asia Session,231,13635.25,Buy,195
584,2023-05-17 23:45:00-04:00,Overnight Session,97,13645,Sell,-30
585,2023-05-18 01:15:00-04:00,Overnight Session,273,13646.5,Buy,-90
586,2023-05-18 01:20:00-04:00,Overnight Session,342,13642,Sell,-25
587,2023-05-18 03:05:00-04:00,Overnight Session,643,13643.25,Buy,475
588,2023-05-18 04:45:00-04:00,Overnight Session,339,13667,Sell,-150
589,2023-05-18 06:30:00-04:00,Overnight Session,457,13674.5,Buy,-80
590,2023-05-18 06:55:00-04:00,Overnight Session,565,13670.5,Sell,-115
591,2023-05-18 07:00:00-04:00,Overnight Session,1196,13676.25,Buy,10
592,2023-05-18 07:40:00-04:00,Overnight Session,577,13676.75,Sell,30
593,2023-05-18 09:30:00-04:00,RTH Session,16832,13675.25,Buy,3080
594,2023-05-18 11:40:00-04:00,RTH Lunch,5754,13829.25,Sell,-355
595,2023-05-18 11:45:00-04:00,RTH Lunch,9812,13847,Buy,-460
596,2023-05-18 11:55:00-04:00,RTH Lunch,14571,13824,Sell,-75
597,2023-05-18 13:20:00-04:00,RTH Lunch,4339,13827.75,Buy,-580
598,2023-05-18 13:25:00-04:00,RTH Lunch,13469,13798.75,Sell,-90
599,2023-05-18 14:35:00-04:00,RTH Lunch,4677,13803.25,Buy,2185
600,2023-05-18 16:55:00-04:00,After-Session,701,13912.5,Sell,-485
601,2023-05-18 18:05:00-04:00,Asia Session,2668,13936.75,Buy,-10
602,2023-05-18 18:30:00-04:00,Asia Session,328,13936.25,Sell,80
603,2023-05-18 22:15:00-04:00,Overnight Session,316,13932.25,Buy,55
604,2023-05-18 23:30:00-04:00,Overnight Session,599,13935,Sell,265
605,2023-05-19 01:40:00-04:00,Overnight Session,154,13921.75,Buy,-60
606,2023-05-19 01:45:00-04:00,Overnight Session,331,13918.75,Sell,-55
607,2023-05-19 02:20:00-04:00,Overnight Session,502,13921.5,Buy,-320
608,2023-05-19 02:50:00-04:00,Overnight Session,622,13905.5,Sell,20
609,2023-05-19 03:40:00-04:00,Overnight Session,599,13904.5,Buy,210
610,2023-05-19 05:25:00-04:00,Overnight Session,325,13915,Sell,185
611,2023-05-19 07:15:00-04:00,Overnight Session,589,13905.75,Buy,-180
612,2023-05-19 07:50:00-04:00,Overnight Session,968,13896.75,Sell,-125
613,2023-05-19 08:00:00-04:00,Pre-Market,1078,13903,Buy,-150
614,2023-05-19 08:05:00-04:00,Pre-Market,1001,13895.5,Sell,-175
615,2023-05-19 08:30:00-04:00,Pre-Market,1718,13904.25,Buy,-335
616,2023-05-19 09:45:00-04:00,RTH Session,10569,13887.5,Sell,-410
617,2023-05-19 10:20:00-04:00,RTH Session,7831,13908,Buy,-730
618,2023-05-19 10:45:00-04:00,RTH Session,7995,13871.5,Sell,125
619,2023-05-19 12:15:00-04:00,RTH Lunch,8251,13865.25,Buy,-830
620,2023-05-19 12:30:00-04:00,RTH Lunch,8243,13823.75,Sell,-540
621,2023-05-19 12:45:00-04:00,RTH Lunch,5200,13850.75,Buy,-225
622,2023-05-19 13:55:00-04:00,RTH Lunch,3159,13839.5,Sell,-200
623,2023-05-19 14:55:00-04:00,RTH Lunch,3496,13849.5,Buy,-190
624,2023-05-19 16:15:00-04:00,After-Session,1146,13840,Sell,5
625,2023-05-21 18:30:00-04:00,Asia Session,472,13839.75,Buy,340
626,2023-05-21 20:45:00-04:00,Asia Session,264,13856.75,Sell,-110
627,2023-05-21 22:45:00-04:00,Overnight Session,163,13862.25,Buy,195
628,2023-05-22 00:35:00-04:00,Overnight Session,462,13872,Sell,25
629,2023-05-22 02:30:00-04:00,Overnight Session,421,13870.75,Buy,-125
630,2023-05-22 02:35:00-04:00,Overnight Session,210,13864.5,Sell,-190
631,2023-05-22 03:05:00-04:00,Overnight Session,1019,13874,Buy,-280
632,2023-05-22 03:15:00-04:00,Overnight Session,598,13860,Sell,-100
633,2023-05-22 03:20:00-04:00,Overnight Session,324,13865,Buy,-95
634,2023-05-22 03:30:00-04:00,Overnight Session,460,13860.25,Sell,-160
635,2023-05-22 03:40:00-04:00,Overnight Session,458,13868.25,Buy,-110
636,2023-05-22 04:15:00-04:00,Overnight Session,397,13862.75,Sell,-165
637,2023-05-22 04:25:00-04:00,Overnight Session,640,13871,Buy,-175
638,2023-05-22 04:35:00-04:00,Overnight Session,543,13862.25,Sell,-80
639,2023-05-22 04:40:00-04:00,Overnight Session,334,13866.25,Buy,-70
640,2023-05-22 04:45:00-04:00,Overnight Session,406,13862.75,Sell,425
641,2023-05-22 06:55:00-04:00,Overnight Session,594,13841.5,Buy,-235
642,2023-05-22 07:10:00-04:00,Overnight Session,1383,13829.75,Sell,-125
643,2023-05-22 07:25:00-04:00,Overnight Session,323,13836,Buy,305
644,2023-05-22 08:50:00-04:00,Pre-Market,1259,13851.25,Sell,-730
645,2023-05-22 09:30:00-04:00,RTH Session,26123,13887.75,Buy,495
646,2023-05-22 10:35:00-04:00,RTH Session,3577,13912.5,Sell,255
647,2023-05-22 13:05:00-04:00,RTH Lunch,3048,13899.75,Buy,-320
648,2023-05-22 13:10:00-04:00,RTH Lunch,7905,13883.75,Sell,-380
649,2023-05-22 13:20:00-04:00,RTH Lunch,4940,13902.75,Buy,385
650,2023-05-22 15:15:00-04:00,RTH Power Hour,3114,13922,Sell,125
651,2023-05-22 16:10:00-04:00,After-Session,1789,13915.75,Buy,45
652,2023-05-22 18:55:00-04:00,Asia Session,108,13918,Sell,-315
653,2023-05-22 19:00:00-04:00,Asia Session,1311,13933.75,Buy,260
654,2023-05-22 20:25:00-04:00,Asia Session,168,13946.75,Sell,-420
655,2023-05-22 21:45:00-04:00,Asia Session,2998,13967.75,Buy,-385
656,2023-05-22 22:15:00-04:00,Overnight Session,493,13948.5,Sell,340
657,2023-05-23 01:10:00-04:00,Overnight Session,98,13931.5,Buy,-115
658,2023-05-23 01:40:00-04:00,Overnight Session,327,13925.75,Sell,-105
659,2023-05-23 01:45:00-04:00,Overnight Session,182,13931,Buy,-215
660,2023-05-23 02:10:00-04:00,Overnight Session,546,13920.25,Sell,-150
661,2023-05-23 02:30:00-04:00,Overnight Session,347,13927.75,Buy,-140
662,2023-05-23 02:35:00-04:00,Overnight Session,450,13920.75,Sell,-165
663,2023-05-23 02:40:00-04:00,Overnight Session,479,13929,Buy,-255
664,2023-05-23 02:55:00-04:00,Overnight Session,515,13916.25,Sell,185
665,2023-05-23 03:55:00-04:00,Overnight Session,482,13907,Buy,-220
666,2023-05-23 05:20:00-04:00,Overnight Session,1032,13896,Sell,10
667,2023-05-23 06:10:00-04:00,Overnight Session,472,13895.5,Buy,-220
668,2023-05-23 07:10:00-04:00,Overnight Session,945,13884.5,Sell,-140
669,2023-05-23 07:25:00-04:00,Overnight Session,430,13891.5,Buy,-130
670,2023-05-23 07:30:00-04:00,Overnight Session,780,13885,Sell,375
671,2023-05-23 08:35:00-04:00,Pre-Market,1286,13866.25,Buy,-405
672,2023-05-23 08:45:00-04:00,Pre-Market,1747,13846,Sell,-155
673,2023-05-23 09:30:00-04:00,RTH Session,21756,13853.75,Buy,-205
674,2023-05-23 10:50:00-04:00,RTH Session,7508,13843.5,Sell,-325
675,2023-05-23 11:05:00-04:00,RTH Lunch,4024,13859.75,Buy,-210
676,2023-05-23 11:15:00-04:00,RTH Lunch,3695,13849.25,Sell,-330
677,2023-05-23 11:20:00-04:00,RTH Lunch,4509,13865.75,Buy,-240
678,2023-05-23 12:00:00-04:00,RTH Lunch,5062,13853.75,Sell,780
679,2023-05-23 13:20:00-04:00,RTH Lunch,4275,13814.75,Buy,-565
680,2023-05-23 13:25:00-04:00,RTH Lunch,7169,13786.5,Sell,905
681,2023-05-23 14:55:00-04:00,RTH Lunch,3743,13741.25,Buy,195
682,2023-05-23 20:55:00-04:00,Asia Session,135,13751,Sell,270
683,2023-05-23 22:45:00-04:00,Overnight Session,99,13737.5,Buy,235
684,2023-05-24 01:20:00-04:00,Overnight Session,165,13749.25,Sell,820
685,2023-05-24 04:05:00-04:00,Overnight Session,1913,13708.25,Buy,40
686,2023-05-24 05:55:00-04:00,Overnight Session,394,13710.25,Sell,620
687,2023-05-24 08:05:00-04:00,Pre-Market,1335,13679.25,Buy,-435
688,2023-05-24 08:35:00-04:00,Pre-Market,1122,13657.5,Sell,-55
689,2023-05-24 09:30:00-04:00,RTH Session,24349,13660.25,Buy,-870
690,2023-05-24 10:00:00-04:00,RTH Session,12128,13616.75,Sell,475
691,2023-05-24 11:15:00-04:00,RTH Lunch,5411,13593,Buy,-205
692,2023-05-24 12:25:00-04:00,RTH Lunch,2339,13582.75,Sell,-230
693,2023-05-24 12:45:00-04:00,RTH Lunch,2556,13594.25,Buy,300
694,2023-05-24 14:25:00-04:00,RTH Lunch,5898,13609.25,Sell,-1055
695,2023-05-24 15:15:00-04:00,RTH Power Hour,7735,13662,Buy,-160
696,2023-05-24 16:00:00-04:00,After-Session,5459,13654,Sell,-2740
697,2023-05-24 16:20:00-04:00,After-Session,13417,13791,Buy,980
698,2023-05-24 18:30:00-04:00,Asia Session,907,13840,Sell,-30
699,2023-05-24 22:35:00-04:00,Overnight Session,455,13841.5,Buy,-90
700,2023-05-24 23:30:00-04:00,Overnight Session,286,13837,Sell,-110
701,2023-05-25 00:15:00-04:00,Overnight Session,144,13842.5,Buy,-95
